POLYETHYLENE,,GLASS,,MYLAR,,FIBERGLASS,
X,Y,X,Y,X,Y,X,Y
0.017073538276072497,0.9302652305366591,0.017073538276072497,0.9310169312169312,0.12792560061999758,0.869262930569053,0.4400241109101888,0.7995346114203257
0.3834086799276708,0.9277929705215419,0.6125663767616789,0.9283617175970917,0.7597347799879479,0.8697783824640968,1.0261603375527457,0.7989514739229024
0.9195901145268266,0.9284444444444444,1.1860156720916244,0.9284444444444444,1.345871006630503,0.8697783824640968,1.6122965641953009,0.798145263192338
1.5057263411693818,0.9284444444444444,1.7721518987341796,0.9284444444444444,2.677998794454494,0.870312925170068,2.198432790837856,0.7971488385638045
2.091862567811937,0.9284444444444444,2.3582881253767347,0.9283837009551295,3.264135021097049,0.870312925170068,2.8302419702058046,0.7963278510497169
2.677998794454494,0.9283108087679516,2.9444243520192916,0.9283108087679516,3.850271247739606,0.870312925170068,3.3338155515370733,0.79585288845697
3.264135021097049,0.9283108087679516,3.530560578661847,0.9283108087679516,4.436407474382161,0.870312925170068,3.956841470765525,0.7957199202913489
3.850271247739606,0.9283108087679516,4.116696805304404,0.9282014704871847,4.862688366485838,0.870312925170068,4.54297769740808,0.7954769463340892
4.436407474382161,0.9283108087679516,4.702833031946959,0.9281771730914588,6.034960819770948,0.870312925170068,5.129113924050635,0.7952582697725554
5.022543701024716,0.9283108087679516,5.288969258589514,0.9281407269978699,6.621097046413503,0.870312925170068,5.7152501506931905,0.79486951144094
5.608679927667271,0.9283108087679516,5.875105485232069,0.9277155225726654,7.207233273056058,0.870312925170068,6.301386377335746,0.7940191025905311
6.194816154309827,0.9283108087679516,6.461241711874624,0.927229574658146,7.793369499698617,0.870312925170068,6.887522603978301,0.7932658833230262
6.780952380952382,0.9281285783000068,7.0473779385171795,0.9262333814333814,8.219650391802293,0.870312925170068,7.47365883062086,0.7924397718683432
7.36708860759494,0.9279099017384731,7.587841212434345,0.9263826368642695,9.232067510548525,0.870288627774342,8.059795057263415,0.7916622552051124
7.953224834237496,0.9279099017384731,8.219650391802293,0.9263184223184223,9.81820373719108,0.870312925170068,8.64593128390597,0.7908847385418813
8.53936106088005,0.9279099017384731,8.805786618444849,0.9255409056551913,10.404339963833635,0.870312925170068,9.232067510548525,0.7902044114615543
9.125497287522606,0.9279099017384731,9.391922845087404,0.9248362811791383,10.99047619047619,0.870312925170068,9.81820373719108,0.7893297052154195
9.711633514165161,0.9279099017384731,9.978059071729959,0.9247147942005085,11.496684749849308,0.870312925170068,10.404339963833635,0.7886979729265443
10.297769740807716,0.9279099017384731,10.564195298372514,0.9245690098261526,12.74888487040386,0.8697783824640968,10.99047619047619,0.7879447536590394
10.883905967450271,0.9279099017384731,11.15033152501507,0.924326035868893,13.335021097046415,0.8693653267367553,11.57661241711875,0.7869971552257267
11.47004219409283,0.9279099017384731,11.773357444243523,0.9237877551020408,13.92115732368897,0.8692438397581255,12.162748643761304,0.786049556792414
12.056178420735385,0.9279099017384731,12.322603978300183,0.9236335600907029,14.507293550331525,0.8688307840307841,12.74888487040386,0.7850047687761973
12.64231464737794,0.9279099017384731,12.908740204942738,0.923498574558892,14.951336146272855,0.8687092970521542,13.335021097046415,0.7844702260702261
13.228450874020496,0.9279099017384731,13.494876431585293,0.9232859723462897,16.212417118746234,0.8685392152820723,13.92115732368897,0.7835712224283653
13.764854329917622,0.9288453514739229,14.081012658227849,0.923165835222978,16.79855334538879,0.8684420256991685,14.507293550331525,0.7829151927437641
14.400723327305606,0.9298901394901394,14.640506329113926,0.9230220177806572,17.384689572031345,0.8683205387205386,15.16003616636528,0.7809329302091207
14.993520192887281,0.9295135298563869,15.413140446051834,0.9229432826483166,17.9708257986739,0.8681747543461829,15.638122027995443,0.7802127823969094
15.57299578059072,0.9299144368858654,15.99927667269439,0.9225620449391877,18.503676913803496,0.8681450575291845,16.265702230259194,0.7798051260908403
16.159132007233275,0.9298415446986875,16.57120353626683,0.9216492187788695,19.78251959011453,0.8677374012231155,16.85183845690175,0.7788575276575276
16.74526823387583,0.9295742733457019,17.171549125979507,0.9210944822373394,20.36865581675708,0.8676402116402115,17.437974683544304,0.7780557135985707
17.331404460518385,0.929501381158524,17.75768535262206,0.9208758056758056,20.95479204339964,0.8674458324744039,18.02411091018686,0.7771567099567099
17.91754068716094,0.9296471655328797,18.343821579264617,0.9201468838040266,21.540928270042198,0.867324345495774,18.610247136829415,0.776306301106301
18.503676913803496,0.9295499759499759,18.929957805907172,0.9194422593279736,22.100421940928268,0.8674798488284202,19.196383363471973,0.7750914313200028
19.089813140446054,0.9293798941798941,19.51609403254973,0.9189077166220023,23.45919228450874,0.8659636913351199,19.78251959011453,0.7741681302824159
19.67594936708861,0.9296471655328797,20.102230259192286,0.9185189582903868,24.045328511151293,0.8659150965436679,20.36865581675708,0.7732934240362812
20.26208559373116,0.9294527863670721,20.688366485834838,0.9180330103758675,24.631464737793852,0.8657693121693122,20.95479204339964,0.7720785542499828
20.84822182037372,0.9293798941798941,21.274502712477396,0.9177657390228818,25.21760096443641,0.8653319590462447,21.540928270042198,0.7708150896722326
21.43435804701628,0.9293798941798941,21.860638939119955,0.9173769806912664,25.723809523809525,0.864934089191232,22.12706449668475,0.7694787329073043
22.02049427365883,0.9294284889713461,22.446775165762507,0.916915330172473,27.18915009041591,0.8647974163402734,22.713200723327308,0.7681423761423761
22.60663050030139,0.9292341098055383,23.032911392405065,0.9167452484023912,27.77528631705847,0.8641170892599463,23.29933694996986,0.766757424585996
