2 ROW COIL MAX,,1 ROW COIL MAX,,MAX,
X,Y,X,Y,X,Y
1266.5025711094704,0.7810695078640285,1418.0759628474266,0.7821907661085743,1770.6617237066175,0.7870794520547946
1332.3718673237188,0.7565700152207002,1466.9228566692288,0.7673901572805683,1837.2711243727115,0.7727925833679259
1404.9761140497615,0.7281461187214613,1535.5305393553056,0.7466468797564688,1894.1111462744452,0.760886859462202
1462.7359800559316,0.7058490976299195,1594.8129059481294,0.727921867072552,1956.279920229466,0.7459367495349232
1533.5322573353228,0.6778576864535768,1656.7596485675967,0.7084680365296804,2016.0803599385815,0.7300896330120075
1595.9547813881195,0.6529897803870407,1734.502334773595,0.6835520765383779,2069.0718386907183,0.7146910197869103
1659.4240245942406,0.6282420091324201,1794.6411079464112,0.6640101471334348,2137.4574900412417,0.6940598680872654
1711.5125759151258,0.6078575342465753,1857.2539445725397,0.64337899543379,2192.5212612585465,0.6762692372738035
1769.1815148029266,0.5847745645188567,1919.4861560520048,0.6231963470319635,2248.7691995988034,0.6569835954676138
1846.1523777948576,0.5532298325722983,1982.4796178247964,0.6009954337899543,2313.30630779973,0.6329139184846948
1907.306151358776,0.5286262230919765,2043.094172430942,0.5792990867579908,2367.48195367482,0.6120286149162861
1965.161173651612,0.504286910197869,2102.9474767437605,0.5572663622526636,2434.0913543409138,0.5845435173654351
2034.9678255496785,0.47397929984779297,2165.285417430632,0.5330471841704718,2488.04496888045,0.5604619482496194
2108.276228797048,0.44039921722113495,2235.1512776848467,0.5043429731100963,2551.323899513239,0.5304784834647847
2168.4150019698645,0.41175907806044776,2294.0213003687845,0.4796112198303978,2608.6079840860803,0.5026050228310501
2237.4604035746042,0.3775062404870623,2354.160073541601,0.453493911719939,2660.5633166056336,0.4750557077625569
2307.089430404228,0.34131202435312014,2432.56885375426,0.4131045879539028,2716.5152131651525,0.4442435312024352
2368.8141416881417,0.30767427701674255,2491.641876516419,0.3780444444444443,2767.138357671384,0.41598782343987817
2431.046353167607,0.26971167645140237,2541.7321458173215,0.34790502283105007,2833.747758337478,0.3754730255369524
2481.2888725271746,0.2360739291150249,2589.5132892284664,0.31709284627092826,2876.3777747637782,0.34832789736899317
2538.0020193800206,0.19650152207001503,2650.286437645722,0.2752859317242877,2927.0009192700095,0.31440182648401804
2580.0991606009916,0.16357016742770136,2691.203640912037,0.2471263318112631,2972.2953117229536,0.2823338406900049
2624.8606778486073,0.12858691019786883,2735.546470498322,0.21454577081974324,3025.5828322558286,0.24510806697108045
2660.18269145897,0.1009462926723198,2781.3483631468175,0.1811963470319632,3065.548472655485,0.21500228310502256
2698.752706320861,0.070640284119736,2825.2217550522178,0.14769315068493127,3109.9547397662145,0.1800750887874173
2741.6364728449366,0.033478582300499715,2864.8321453149883,0.11706037544393688,3148.1441294814417,0.14976908023483337
2769.8027336980276,0.009643835616438001,2904.087285440873,0.0823013698630134,3182.7810178278105,0.12176966007102974
,,2938.1912985819135,0.052700152207001194,3228.0754102807546,0.08307023265927349
,,2971.2295613122956,0.021484322678842815,3262.7122986271233,0.052700152207001194
,,2988.281567882816,0.009643835616438001,3296.461061631278,0.02332318619989815
,,,,3318.6641951866422,0.006952815829527892
