2 ROW COIL MAX,,1 ROW COIL MAX,,MAX,
X,Y,X,Y,X,Y
1388.8026915804692,0.7911967317280733,1573.5224113001889,0.7937227651628238,1915.5686550748276,0.7900313426649523
1451.8234283666382,0.772051728060094,1636.4475586697808,0.776697786968255,1965.8213769324877,0.7721514909380408
1511.088866644422,0.752726090491076,1686.5910354799241,0.7607077618554228,2033.5533063928126,0.7446470329166075
1570.0811923034144,0.732389868852771,1748.2871760649537,0.7397073105634876,2081.0749020625562,0.7234129760039443
1629.0735179624066,0.7127267709961425,1803.592481370259,0.7204359586194382,2139.3571349126905,0.6940769973189566
1678.2337893449003,0.6931435181526557,1861.355800244689,0.6964944819636889,2184.935729380173,0.6694559717403286
1742.961479998517,0.6678525260152941,1928.1318355392425,0.6681624729017518,2233.7448559670784,0.6381143350953294
1797.6932488043599,0.6455651887267386,1976.4727690653615,0.6454352805534581,2273.8924109294476,0.6118599471791482
1853.2443554665776,0.6209769674645407,2035.874763652541,0.6139377704641777,2322.233344455566,0.57684824581526
1911.7450784117448,0.5933918293293295,2086.755644533422,0.5856656620070364,2359.1035479924367,0.5465587585287879
1953.8824538824535,0.5721507456704826,2137.882326771216,0.5528507765806744,2392.532532532532,0.5198976278910491
2014.1623104586067,0.5374107050520307,2184.935729380173,0.5207917765300807,2427.927927927928,0.48697329848645654
2060.8645682719753,0.5095922981948812,2228.4776840332397,0.48958667052599825,2459.882104326549,0.4569801618138608
2123.1342453564675,0.4700080380087691,2269.6318540762986,0.45702746240392467,2486.92025358692,0.42980758993642787
2168.7830687830683,0.4370789727697625,2307.9768657546438,0.42618990335364626,2518.8744299855407,0.3950224530085643
2214.9000852704557,0.4018756481871737,2339.4394394394394,0.39721445129339883,2545.9125792459126,0.36504519870747965
2254.462398906843,0.370240755584323,2368.9356022689353,0.3693095288270729,2572.9507285062837,0.33282419846747346
2286.592147703259,0.3409694005043056,2401.709116523931,0.3349533988179214,2601.627553479405,0.2988135918569643
2319.775330886442,0.3115284216965506,2429.894338783228,0.30569791648373545,2622.1109998887778,0.27274133142645596
2353.3681829978123,0.27847635952229055,2459.3905016127237,0.27483124937803327,2644.2331220109,0.24097534669172116
2381.225670114559,0.250408984459606,2486.92025358692,0.24279136592733108,2668.813257702146,0.20802826218030923
2415.1462573684794,0.2141045687500368,2517.6454232009783,0.2060950021659088,2686.0193526860194,0.18510890276241176
2443.905016127238,0.18431247402373152,2540.996552107663,0.17763136674686397,2710.5994883772655,0.14626076643163666
2469.7141586030475,0.15283534631122375,2570.492714937159,0.13841796474837442,2730.2635969302637,0.11726894109021324
2498.3909835761688,0.12166681789001499,2593.4341749156556,0.10657240451952932,2749.927705483261,0.08704305548238322
2523.7904571237905,0.08585043376710055,2616.3756348941533,0.07583375895388589,2769.5918140362583,0.056031858795930645
2548.3705928150375,0.05575290659811882,2636.8590813035253,0.04706900339667175,2784.3398954510067,0.031960103378232185
2565.57668779891,0.030342989188018588,2651.6071627182737,0.024119120948434047,,
