2 ROW COIL MAX,,1 ROW COIL MAX,,MAXIMUM,
X,Y,X,Y,X,Y
268.78934791917015,0.5881258949248839,300.05045847121005,0.5895834157141081,346.7039599994475,0.5908640016732669
286.49376076622997,0.5739110642806826,315.5855180094662,0.5793117392815494,363.0011069608301,0.5835164653024015
302.1033676471458,0.5618168127815498,331.40729477884884,0.5695049288931998,378.81966870820304,0.5758830097925941
315.00903581090154,0.5526871748989655,346.3656996051642,0.5604804091611367,393.5199052341554,0.5686818484075351
333.6881132928039,0.5387827245706498,361.60955656451443,0.5527759617832132,410.4578900153424,0.5598739775949405
347.6349811461484,0.5281603731701108,378.87291260929015,0.5398901326577124,424.1194333781247,0.553242092925514
364.05954041722487,0.5156344963985953,393.9758836448017,0.530281712651911,442.0989371729022,0.541954670513076
379.49925117355593,0.5050566917854035,410.51790375952305,0.5193046865288193,459.35811339863875,0.5318943990580338
400.6659523710863,0.4871603330485359,426.34198070725404,0.5079429555769599,475.1810663955859,0.5212924588360712
415.6136134476995,0.4746049373215494,446.68964589938236,0.49169679590229987,491.0049342361942,0.5100720842990762
430.54282517714324,0.4610292367889848,463.2084845291865,0.47904351480782087,510.5071038208235,0.49485941334364647
448.7100650561471,0.444260792868094,479.16471391108956,0.46508143223310944,525.5355252628696,0.48167826455233725
464.2313810287715,0.42940221578209864,492.81420224825507,0.45272119386021503,540.644570860292,0.46796344069472146
479.11123476448955,0.4144986414571629,511.6466824578419,0.4338013068733894,557.8349345788122,0.4504521701496797
499.3233331952097,0.3915962927664746,527.6071887338617,0.4169480438759019,574.4677681743111,0.43205348498929896
516.4598056518425,0.37196676242286575,541.4633193434005,0.4002037518276692,590.3035289825162,0.41279346435688363
532.9150659144858,0.3502516412026211,563.4178747535975,0.3732100088201691,611.9011581382608,0.38422472650210593
548.4661548206072,0.32914411209310307,580.3380226246219,0.3494757622934807,627.741859102237,0.36162516056851607
562.5364032821515,0.3099010500483291,595.6990329384976,0.3273375520182796,643.9063943924508,0.33598660597127417
581.3995589257678,0.2794962703378565,612.5030337830237,0.301166314451857,660.1524646157307,0.30919869058964894
594.5547708827863,0.2589539397742272,628.5102464582843,0.2739413396265009,676.7220398215301,0.27959442289778336
612.2774150392763,0.22701791855846454,642.5174380861614,0.2495242436260957,691.8552189947375,0.24956530180961434
629.5705583936636,0.19399586813551095,659.572266191522,0.21569853964044483,709.152186395629,0.21395819594982557
645.7608333185343,0.16175097130386562,675.4279705915433,0.18295665094032454,723.5700493100733,0.18176858007115315
663.3815252644241,0.1231790888982286,689.6387958904608,0.15194895295374178,737.2681416936172,0.15042955736694597
679.2652790615272,0.08689530890464991,703.439865980785,0.12038475556799588,749.0476585114632,0.12080952183633142
689.6889972829142,0.06250260757350612,719.9484256885946,0.07998614819068128,761.0687499630026,0.08978979583380187
701.5184503337654,0.03150663091242367,732.4925561323853,0.04811315186166443,771.8879982275096,0.0616922547413693
712.3368120712006,0.0040083821205105785,744.8948781849788,0.013803308254060287,782.7108405206859,0.03116515026845268
,,,,792.0889120410108,0.005874516814557418
