2 ROW COIL MAX,,1 ROW COIL MAX,,MAX,
X,Y,X,Y,X,Y
1057.2879804278616,0.7886063011063013,1181.9613963711188,0.788061167227834,1350.623546977714,0.7861531986531988
1107.205938351772,0.7566750841750842,1228.8372314413984,0.7579425204425205,1389.4111000881837,0.760753367003367
1151.7543275727803,0.7260521885521887,1274.9308561808564,0.7267676767676768,1431.911216238868,0.7298247627793083
1206.982473544974,0.6851262626262627,1324.9146438878583,0.6896645021645023,1470.5104116562454,0.7017255892255894
1245.6171336379673,0.6545033670033671,1369.282214148286,0.6540945165945167,1515.0742544492548,0.6675252525252526
1289.9944384319388,0.6172979797979798,1414.8130611672284,0.614436026936027,1552.06243987494,0.6353282828282829
1334.377066798942,0.5791982323232324,1454.3656877734263,0.5782527657527659,1585.6261380814956,0.6044191919191919
1372.5676192194053,0.5437049062049062,1496.2140418737645,0.5390712682379349,1620.5244408369413,0.5700757575757576
1418.0291076868461,0.5009800384800386,1531.1378166586505,0.5033922558922559,1653.3042657298613,0.5383898508898509
1453.998209132138,0.4633658008658009,1562.856658516381,0.47038439955106626,1677.89552268719,0.5135521885521886
1490.766961947518,0.42387766554433226,1593.716346667736,0.43747194163860836,1711.2178957231044,0.4790298821548822
1531.247816887698,0.3789381914381915,1625.8238803377697,0.4009820426487093,1738.9985813348915,0.4482383357383357
1566.248484347443,0.3384364478114479,1653.0003657607829,0.368665824915825,1766.787480459356,0.4160669191919192
1605.007999973278,0.2919893378226712,1675.2507716049386,0.3396885521885522,1795.3284331409338,0.3811868686868687
1632.8240239698575,0.2552609427609428,1711.2142756934427,0.2941835016835017,1820.5301670331437,0.3509319384319384
1658.659962722463,0.22148989898989901,1736.4271434583939,0.2620580808080808,1846.4836502782937,0.3180194805194805
1681.6795183982688,0.18693181818181814,1760.9066358024695,0.22950336700336704,1872.4456512402946,0.28367604617604625
1715.8087321628993,0.14049663299663295,1784.649487600877,0.19706790123456797,1898.4014667174395,0.25037177328844007
1735.4795474587145,0.11216329966329963,1811.348554994389,0.16253367003367014,1920.6547118005456,0.22091750841750846
1758.9856067286628,0.07829685746352422,1831.9533379429217,0.13183922558922556,1942.91320947571,0.19058080808080802
1787.0730619688954,0.0371801346801347,1851.448262385763,0.1021464646464646,1961.4784251242588,0.16253367003367014
1811.5427589385927,0.006271043771043816,1875.587471941639,0.06494107744107747,1980.0504549462887,0.13334175084175082
,,1899.7330697851537,0.026662457912457915,2007.8903285500512,0.09260662177328849
,,1910.8508197049866,0.013425925925925952,2028.3084315375988,0.0623653198653199
,,,,2050.59004872993,0.02814454064454064
